prompt,response,model
Tell me a bio of Sami Shalom Chetrit,"Tell me a bio of Sami Shalom Chetrit
Sami Shalom Chetrit (born 1969) is an Israeli-American writer, born in Tel Aviv, Israel. Chetrit is the author of several novels and short stories, many of which explore the complexities of Israeli society, the Arab-Israeli conflict, and the experiences of Jewish immigrants in the United States.

Chetrit's writing often blends elements of magical realism, satire, and social commentary, and he",Llama-3.2-3B-Instruct
Tell me a bio of Antonio Leviste,"Tell me a bio of Antonio Leviste
Antonio Leviste (born 1923) was a Mexican film director, screenwriter, and actor. He is best known for directing the 1957 film ""La Ley de Herodes"" (Herod's Law) and the 1959 film ""El Cid"" (The Cid). He was also a member of the Mexican film industry's prestigious group, the ""Directores de Cine de México"" (Directors of",Llama-3.2-3B-Instruct
Tell me a bio of José Hernández Delgadillo,"Tell me a bio of José Hernández Delgadillo
José Hernández Delgadillo (born October 5, 1957) is a Mexican-American author, poet, and translator. He is best known for his poetry collections, including ""The Distance Between Us"" (2012), ""A Simple Man"" (2015), and ""The Revolt of the Heart"" (2018).
Hernández Delgadillo was born in the state of Chihu",Llama-3.2-3B-Instruct
Tell me a bio of Sandra Pisani,"Tell me a bio of Sandra Pisani
Sandra Pisani is an Italian actress, born on May 12, 1947, in Rome, Italy. Pisani began her career in the entertainment industry at a young age, making her screen debut in the 1960s. She has since appeared in numerous Italian films and television shows, often playing leading roles in romantic comedies and dramas.

Throughout her career, Pisani has worked with many prominent Italian directors, including Mario Monic",Llama-3.2-3B-Instruct
Tell me a bio of Chi Pu,"Tell me a bio of Chi Puah
Chi Puah (also known as Chi-Puah) is a fictional character in the Marvel Comics universe. She is a member of the Inhumans, an alien species with superhuman abilities. Chi Puah is a skilled warrior and leader, and has been a member of several Inhuman teams, including the Inhuman Royal Family and the New Warriors.

Here is a more detailed bio of Chi Puah:

Chi Puah was born on the",Llama-3.2-3B-Instruct
Tell me a bio of Paul Anka,"Tell me a bio of Paul Anka
Paul Anka is a Canadian singer, songwriter, actor, and record producer. He was born on July 30, 1941, in Ottawa, Ontario, Canada. Anka's music career spans over six decades, with his first hit song ""Diana"" in 1957. He is known for his distinctive voice, style, and versatility in singing and writing music.

Early Life and Career
Anka was born to Romanian Jewish parents",Llama-3.2-3B-Instruct
"Tell me a bio of Felipe (footballer, born 1977)","Tell me a bio of Felipe (footballer, born 1977) - Brazilian footballer
Felipe is a Brazilian footballer born on February 8, 1977, in Rio de Janeiro, Brazil. He played as a defender for several clubs, including Flamengo, Santos, and Palmeiras, and represented the Brazil national team in international competitions.
Felipe began his professional career in 1996 with Flamengo, where he made his debut and went on to win several",Llama-3.2-3B-Instruct
Tell me a bio of Neil Sinclair,"Tell me a bio of Neil Sinclair
Neil Sinclair, also known as Neil Cicierega, is an American composer, musician, and producer. He is best known for his work as the founder and lead singer of the electronic rock band The Minibosses, as well as his solo work as Cicierega.

Sinclair was born in 1978 in San Francisco, California. He grew up in a musical family and began playing music at a young age. He attended the",Llama-3.2-3B-Instruct
Tell me a bio of Peter Gallagher,"Tell me a bio of Peter Gallagher
Peter Gallagher is an American actor born on April 5, 1963, in Fairfax, Virginia. He is the son of actress Joan Collins and actor John Derek. He comes from a family of actors and has been involved in the entertainment industry since a young age.

Gallagher began his acting career as a child, appearing in several television shows and films, including the 1980 film ""The Watcher in the Woods"" and the 198",Llama-3.2-3B-Instruct
Tell me a bio of Joseph Kony,"Tell me a bio of Joseph Kony
Joseph Kony is a notorious Ugandan warlord and leader of the Lord's Resistance Army (LRA). He was born around 1961 in the Gulu District of Uganda. Kony's early life is shrouded in mystery, but it is believed that he was born into a poor farming family and was raised in a traditional Acholi culture.
Kony's involvement in the LRA began in the late 1980s, when",Llama-3.2-3B-Instruct
Tell me a bio of Alfred Hitchcock,"Tell me a bio of Alfred Hitchcock's life
Alfred Hitchcock (1899-1980) was a British film director, producer, and screenwriter, widely regarded as one of the most influential and iconic filmmakers in the history of cinema. Born in Leytonstone, London, England, on August 13, 1899, Hitchcock's life was marked by both artistic triumph and personal turmoil.

**Early Life and Career**

Hitchcock's father, William Hitchcock",Llama-3.2-3B-Instruct
Tell me a bio of Dascha Polanco,"Tell me a bio of Dascha Polanco
Dascha Polanco is an American actress, singer, and dancer. She was born on June 18, 1978, in Santiago, Dominican Republic. Her parents, Rosa Maria and Juan Carlos Polanco, were both from the Dominican Republic, and she spent her childhood in the Dominican Republic before moving to the United States.

Polanco began her career in the entertainment industry as a dancer and singer. She worked as a backup dancer for several",Llama-3.2-3B-Instruct
Tell me a bio of Amelia Earhart,"Tell me a bio of Amelia Earhart
Amelia Mary Earhart (July 24, 1897 – July 2, 1937) was an American aviation pioneer who disappeared on July 2, 1937, during a record attempt to fly around the world. She was a trailblazer for women in aviation and a celebrated figure in American culture.

Early Life

Amelia Earhart was born in Atchison, Kansas, to Samuel and Amy Otis Earhart",Llama-3.2-3B-Instruct
Tell me a bio of Chris John (boxer),"Tell me a bio of Chris John (boxer) Chris John
Chris John is a retired Indonesian professional boxer. Born on February 24, 1979, in Jakarta, Indonesia, John began his boxing career at a young age. He rose to prominence in the late 1990s and early 2000s, becoming a world champion in two weight classes.

John's professional boxing career spanned over 20 years, during which he competed in various weight classes, including super b",Llama-3.2-3B-Instruct
Tell me a bio of Blair Tugman,"Tell me a bio of Blair Tugman
Blair Tugman is an American television journalist and news anchor. She is best known for her work as the morning news anchor for NBC News' Today show and her coverage of major news events.
Tugman was born in 1972 in Atlanta, Georgia. She began her career in journalism in the 1990s, working as a reporter for several local news stations in the Atlanta area. She later moved to Washington, D.C",Llama-3.2-3B-Instruct
Tell me a bio of Tom Coburn,"Tell me a bio of Tom Coburn
Thomas William Coburn Jr. was born on December 14, 1948, in Muskogee, Oklahoma, to Thomas William Coburn Sr. and Margaret (née Smith) Coburn. He grew up in a family of modest means, with his father working as a mechanic and his mother as a homemaker. Coburn's parents instilled in him a strong sense of patriotism and a commitment to public service.

Coburn attended",Llama-3.2-3B-Instruct
Tell me a bio of Mamunul Islam,"Tell me a bio of Mamunul Islam
Mamunul Islam is a Bangladeshi cricketer. He was born on 1 April 1996 in Sylhet, Bangladesh. Islam is a left-handed batsman and a right-arm leg break bowler. He made his first-class debut for Sylhet Super Stars in 2015-16. He played for the team in the Bangladesh Premier League. He also played for the Bangladesh national cricket team, making",Llama-3.2-3B-Instruct
Tell me a bio of Umika Kawashima,"Tell me a bio of Umika Kawashima
Umika Kawashima is a Japanese actress born on December 24, 1987, in Osaka, Japan. She is known for her work in the Japanese film and television industry, particularly in the genres of romance, drama, and comedy.

Kawashima began her acting career at a young age, making her screen debut in 2005 with a minor role in the television drama ""Hana Yori Dango"". She",Llama-3.2-3B-Instruct
Tell me a bio of Grayston Burgess,"Tell me a bio of Grayston Burgess
Grayston Burgess was an American politician who served as a member of the Mississippi House of Representatives. Burgess was a Republican. He represented the 87th district from 1984 to 1996. During his time in office, Burgess was known for his conservative views and his support for limited government. Burgess was a strong advocate for education reform and was a key player in the development of the Mississippi Accountability and Performance (MAP) system. Burgess was also",Llama-3.2-3B-Instruct
Tell me a bio of David Oyite-Ojok,"Tell me a bio of David Oyite-Ojok
David Oyelowo is a British-Nigerian actor born on April 1, 1976, in Cambridge, England. He is the son of a Nigerian father and a British mother. Oyelowo's early life was spent in various locations, including Nigeria, England, and the United States, due to his father's work as a professor of international relations.
Oyelowo attended the University of Oxford, where he studied",Llama-3.2-3B-Instruct
Tell me a bio of Thomas Piketty,"Tell me a bio of Thomas Piketty's book ""Capital in the Twenty-First Century""
Thomas Piketty's book ""Capital in the Twenty-First Century"" is a comprehensive analysis of wealth inequality and the dynamics of capital accumulation. Here's a brief bio of the book:

**Publication and Background**

Published in 2014 by Harvard University Press and translated from French by Arthur Goldhammer, ""Capital in the Twenty-First Century"" is a seminal work that has sparked intense debate and discussion",Llama-3.2-3B-Instruct
Tell me a bio of Richard Kuklinski,"Tell me a bio of Richard Kuklinski, a convicted serial killer who claimed to have killed over 100 people
Richard Kuklinski, also known as the ""Iceman,"" was a convicted serial killer who claimed to have killed over 100 people during his lifetime. Born on December 31, 1935, in Paterson, New Jersey, Kuklinski grew up in a troubled home with a violent father. He was known for his calm and collected demeanor",Llama-3.2-3B-Instruct
